sent,words
वह क्या चीजें होंगी यह हम आपको बताते हैं,"['वह', 'क्या', 'चीजें', 'होंगी', 'यह', 'हम', 'आपको', 'बताते', 'हैं']"
बाद में पुलिस ने उन्हें वहां से खदेड़ा।,"['बाद', 'में', 'पुलिस', 'ने', 'उन्हें', 'वहां', 'से', 'खदेड़ा।']"
शव को जेल में ही दफनाया गया था।,"['शव', 'को', 'जेल', 'में', 'ही', 'दफनाया', 'गया', 'था।']"
कश्मीर के कई हिस्सों में पाबंदियां लगाई गई,"['कश्मीर', 'के', 'कई', 'हिस्सों', 'में', 'पाबंदियां', 'लगाई', 'गई']"
वहीं इस घटना में एक पुलिस वाला भी जख्मी हुआ है।,"['वहीं', 'इस', 'घटना', 'में', 'एक', 'पुलिस', 'वाला', 'भी', 'जख्मी', 'हुआ', 'है।']"
उन्हें पता था कि उस शाम जो सेवा सभा हो रही थी वह लगभग खत्म होने पर थी ।,"['उन्हें', 'पता', 'था', 'कि', 'उस', 'शाम', 'जो', 'सेवा', 'सभा', 'हो', 'रही', 'थी', 'वह', 'लगभग', 'खत्म', 'होने', 'पर', 'थी', '।']"
"जो सरकार के खिलाफ आवाज उठा रहा है, उसे कुचला जा रहा है।","['जो', 'सरकार', 'के', 'खिलाफ', 'आवाज', 'उठा', 'रहा', 'है,', 'उसे', 'कुचला', 'जा', 'रहा', 'है।']"
मामले में तीन आरोपितों को गिरफ्तार कर पुलिस थाने ले आई है।,"['मामले', 'में', 'तीन', 'आरोपितों', 'को', 'गिरफ्तार', 'कर', 'पुलिस', 'थाने', 'ले', 'आई', 'है।']"
पुलिस ने शिकायत के आधार पर अरोपी के खिलाफ केस दर्ज कर कार्रवाई शुरू कर दी है।,"['पुलिस', 'ने', 'शिकायत', 'के', 'आधार', 'पर', 'अरोपी', 'के', 'खिलाफ', 'केस', 'दर्ज', 'कर', 'कार्रवाई', 'शुरू', 'कर', 'दी', 'है।']"
"ज़रा सोचिए, ये शब्द सुनकर तीमुथियुस का दिल कितना खुश हुआ होगा!","['ज़रा', 'सोचिए,', 'ये', 'शब्द', 'सुनकर', 'तीमुथियुस', 'का', 'दिल', 'कितना', 'खुश', 'हुआ', 'होगा!']"
घायल बदमाश को अस्पताल में भर्ती करा दिया गया है,"['घायल', 'बदमाश', 'को', 'अस्पताल', 'में', 'भर्ती', 'करा', 'दिया', 'गया', 'है']"
यह आत्मघाती हमला था जिसमें 52 लोग मारे गए और करीब 700 लोग घायल हुए,"['यह', 'आत्मघाती', 'हमला', 'था', 'जिसमें', '52', 'लोग', 'मारे', 'गए', 'और', 'करीब', '700', 'लोग', 'घायल', 'हुए']"
"फारुख ने सत्यजित रे, मुजफ्फर अली, ऋषिकेश मुखर्जी, केतन मेहता और सईं परांजपे जैसे प्रख्यात निर्देशकों के साथ काम किया","['फारुख', 'ने', 'सत्यजित', 'रे,', 'मुजफ्फर', 'अली,', 'ऋषिकेश', 'मुखर्जी,', 'केतन', 'मेहता', 'और', 'सईं', 'परांजपे', 'जैसे', 'प्रख्यात', 'निर्देशकों', 'के', 'साथ', 'काम', 'किया']"
इसके दीवाने भारत ही नही बल्कि पूरे विश्व में पाए जाते है ,"['इसके', 'दीवाने', 'भारत', 'ही', 'नही', 'बल्कि', 'पूरे', 'विश्व', 'में', 'पाए', 'जाते', 'है', '']"
उनका पार्थिव शरीर अस्पताल से घर ले आया गया है,"['उनका', 'पार्थिव', 'शरीर', 'अस्पताल', 'से', 'घर', 'ले', 'आया', 'गया', 'है']"
आरोपी के खिलाफ साईबर क्राइम के तहत मामला दर्ज किया गया है।,"['आरोपी', 'के', 'खिलाफ', 'साईबर', 'क्राइम', 'के', 'तहत', 'मामला', 'दर्ज', 'किया', 'गया', 'है।']"
